"id","restriction_import","document_import","id_importfee_id","document_import_en","restriction_import_en"
"1015","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39262010","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1016","شريطة أن يكون الوصف التجاري كفوف الجس فقط","مستودع أومحل + 2 عامل","39262090","Warehouse or shop + 2 workers","Provided that the commercial description is for palpation paws only"
"1017","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط ,  وشريطة أن لا يحتوي على اكسسوارات موبايل","مستودع أومحل + 2 عامل","39263000","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. In the case of an industrial facility, the phrase “nylon bags” shall be crossed out from the requirement, and provided that it does not contain mobile accessories."
"1018","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269010","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1019","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة","مستودع أومحل + 2 عامل","39269020","Warehouse or shop + 2 workers","Provided that it does not contain agricultural greenhouse supplies, nylon bags and rolls for household uses, or ready-made plastic products."
"1020","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269030","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1021","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269040","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1022","شريطة أن يكون لمنشآت الصناعات الغذائية القائمة وتعمل بموجب كتاب مخصصات صناعية","مستودع أومحل + 2 عامل + منشأة صناعية","39269050","Warehouse or shop + 2 workers + industrial facility","Provided that existing food industry establishments operate under an industrial allocations book"
"1023","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269060","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1024","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269070","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1025","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269091","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1026","شريطة أن لا تحتوي على مستلزمات بيوت زراعية أو  أكياس نايلون ولفائف للاستخدامات المنزلية أو مصنوعات بلاستيكية جاهزة وفي حال المنشأة صناعية تشطب عبارة """" أكياس نايلون"""" من الشرط","مستودع أومحل + 2 عامل","39269092","Warehouse or shop + 2 workers","Provided that it does not contain agricultural household supplies, nylon bags and rolls for household uses, or ready-made plastic products. For an industrial facility, the phrase “nylon bags” shall be deleted from the requirement."
"1027","شريطة أن تكون كافة لوازم المركبات المصنوعة من لدائن غير واردة في مشتملات البند /8708/, وشريطة أن لا يحتوي على اكسسوارات موبايل أو مستلزمات لتربية النحل","مستودع أومحل + 2 عامل","39269099","Warehouse or shop + 2 workers","All accessories for vehicles made of plastics not included in the provisions of item /8708/, and provided that they do not contain mobile accessories or supplies for beekeeping."
"1028",,"مستودع أومحل + 2 عامل","40011000","Warehouse or shop + 2 workers",
"1029",,"مستودع أومحل + 2 عامل","40012100","Warehouse or shop + 2 workers",
"1030",,"مستودع أومحل + 2 عامل","40021100","Warehouse or shop + 2 workers",
"1031",,"مستودع أومحل + 2 عامل","40021910","Warehouse or shop + 2 workers",
"1032",,"مستودع أومحل + 2 عامل","40021990","Warehouse or shop + 2 workers",
"1033",,"مستودع أومحل + 2 عامل","40022090","Warehouse or shop + 2 workers",
"1034",,"مستودع أومحل + 2 عامل","40023190","Warehouse or shop + 2 workers",
"1035",,"مستودع أومحل + 2 عامل","40024910","Warehouse or shop + 2 workers",
"1036",,"مستودع أومحل + 2 عامل","40025910","Warehouse or shop + 2 workers",
"1037",,"مستودع أومحل + 2 عامل","40026010","Warehouse or shop + 2 workers",
"1038",,"مستودع أومحل + 2 عامل","40027010","Warehouse or shop + 2 workers",
"1039",,"مستودع أومحل + 2 عامل","40027090","Warehouse or shop + 2 workers",
"1040",,"مستودع أومحل + 2 عامل","40028010","Warehouse or shop + 2 workers",
"1041",,"مستودع أومحل + 2 عامل","40029910","Warehouse or shop + 2 workers",
"1042",,"مستودع أومحل + 2 عامل","40029990","Warehouse or shop + 2 workers",
"1043",,"مستودع أومحل + 2 عامل","40030010","Warehouse or shop + 2 workers",
"1044",,"مستودع أومحل + 2 عامل","40030090","Warehouse or shop + 2 workers",
"1045",,"مستودع أومحل + 2 عامل","40051000","Warehouse or shop + 2 workers",
